,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,weekday,hour,month,weekend,early_or_late
10,570294189143031808,neutral,0.6769,,0.0,Virgin America,,idk_but_youtube,,0,  do -PRON- know that suicide be the second lead cause of death among teen,,2015-02-24 18:48:24,1/1 loner squad,Eastern Time (US & Canada),Tuesday,18,February,0,0
11,570289724453216256,positive,1.0,,,Virgin America,,HyperCamiLax,,0,  i lt pretty graphic so much well than minimal iconography d,,2015-02-24 18:30:40,NYC,America/New_York,Tuesday,18,February,0,0
12,570289584061480960,positive,1.0,,,Virgin America,,HyperCamiLax,,0,   this be such a great deal   already think about -PRON- nd trip to   amp i have not even go on -PRON- st trip yet p,,2015-02-24 18:30:06,NYC,America/New_York,Tuesday,18,February,0,0
13,570287408438120448,positive,0.6451,,,Virgin America,,mollanderson,,0,   -PRON- be fly -PRON- fabulous   seductive sky again u take all the stress away from travel,,2015-02-24 18:21:28,,Eastern Time (US & Canada),Tuesday,18,February,0,0
14,570285904809598977,positive,1.0,,,Virgin America,,sjespers,,0,   thank,,2015-02-24 18:15:29,"San Francisco, CA",Pacific Time (US & Canada),Tuesday,18,February,0,0
15,570282469121007616,negative,0.6842,Late Flight,0.3684,Virgin America,,smartwatermelon,,0,  sfopdx schedule be still mia,,2015-02-24 18:01:50,"palo alto, ca",Pacific Time (US & Canada),Tuesday,18,February,0,0
16,570277724385734656,positive,1.0,,,Virgin America,,ItzBrianHunty,,0,   so excited for -PRON- first cross country flight lax to mco -PRON- have hear nothing but great thing about   virgin   america   day to go,,2015-02-24 17:42:59,west covina,Pacific Time (US & Canada),Tuesday,17,February,0,0
17,570276917301137409,negative,1.0,Bad Flight,1.0,Virgin America,,heatherovieda,,0,   i fly from nyc to sfo last week and could not fully sit in -PRON- seat due to two large gentleman on either side of -PRON- help,,2015-02-24 17:39:46,this place called NYC,Eastern Time (US & Canada),Tuesday,17,February,0,0
18,570270684619923457,positive,1.0,,,Virgin America,,thebrandiray,,0,i   fly  ,,2015-02-24 17:15:00,Somewhere celebrating life. ,Atlantic Time (Canada),Tuesday,17,February,0,0
19,570267956648792064,positive,1.0,,,Virgin America,,JNLpierce,,0,  -PRON- know what would be amazingly awesome bosfll please i want to fly with only -PRON-,,2015-02-24 17:04:10,Boston | Waltham,Quito,Tuesday,17,February,0,0
20,570265883513384960,negative,0.6705,Can't Tell,0.3614,Virgin America,,MISSGJ,,0,  why be -PRON- first fare in   may over three time more than other carrier when all seat be available to select,,2015-02-24 16:55:56,,,Tuesday,16,February,0,0
21,570264145116819457,positive,1.0,,,Virgin America,,DT_Les,,0,  i love this graphic,"[40.74804263, -73.99295302]",2015-02-24 16:49:01,,,Tuesday,16,February,0,0
22,570259420287868928,positive,1.0,,,Virgin America,,ElvinaBeck,,0,  i love the hipster innovation   -PRON- be a feel good brand,,2015-02-24 16:30:15,Los Angeles,Pacific Time (US & Canada),Tuesday,16,February,0,0
23,570258822297579520,neutral,1.0,,,Virgin America,,rjlynch21086,,0,  will -PRON- be make bosgtla non stop permanently anytime soon,,2015-02-24 16:27:52,"Boston, MA ",Eastern Time (US & Canada),Tuesday,16,February,0,0
24,570256553502068736,negative,1.0,Customer Service Issue,0.3557,Virgin America,,ayeevickiee,,0,  -PRON- guy mess up -PRON- seating i reserve seating with -PRON- friend and -PRON- guy give -PRON- seat away    i want free internet,,2015-02-24 16:18:51,714,Mountain Time (US & Canada),Tuesday,16,February,0,0
25,570249102404923392,negative,1.0,Customer Service Issue,1.0,Virgin America,,Leora13,,0,  status match program   i apply and -PRON- be be three week    call and email with no response,,2015-02-24 15:49:15,,,Tuesday,15,February,0,0
26,570239632807370753,negative,1.0,Can't Tell,0.6614,Virgin America,,meredithjlynn,,0,   what happen   ur vegan food option   at least say on ur site so i know i will not be able   eat anything for next   hrs fail,,2015-02-24 15:11:37,,,Tuesday,15,February,0,0
27,570217831557677057,neutral,0.6854,,,Virgin America,,AdamSinger,,0,  do -PRON- miss -PRON-   do not worry   will be together very soon,,2015-02-24 13:44:59,"San Francisco, CA",Central Time (US & Canada),Tuesday,13,February,0,0
28,570207886493782019,negative,1.0,Bad Flight,1.0,Virgin America,,blackjackpro911,,0,  amazing to -PRON- that -PRON- can not get any cold air from the vent vx noair worstflightever roasted sf oto bos,"[42.361016, -71.02000488]",2015-02-24 13:05:28,"San Mateo, CA & Las Vegas, NV",,Tuesday,13,February,0,0
29,570124596180955136,neutral,0.615,,0.0,Virgin America,,TenantsUpstairs,,0,  lax to ewr    middle seat on a red eye   such a noob maneuver sendambien andchexmix,"[33.94540417, -118.4062472]",2015-02-24 07:34:30,Brooklyn,Atlantic Time (Canada),Tuesday,7,February,0,0
30,570114021854212096,negative,1.0,Flight Booking Problems,1.0,Virgin America,,jordanpichler,,0,  hi i just bke a cool birthday trip with -PRON- but i can not add -PRON- elevate no cause i enter -PRON- middle name during   flight   booking   problem,,2015-02-24 06:52:29,,Vienna,Tuesday,6,February,0,0
31,570094701371469825,neutral,1.0,,,Virgin America,,JCervantezzz,,0,   be the hour of operation for the   club at sfo that be post online current,,2015-02-24 05:35:43,"California, San Francisco",Pacific Time (US & Canada),Tuesday,5,February,0,1
32,570088404156698625,negative,1.0,Customer Service Issue,1.0,Virgin America,,Cuschoolie1,,0,  help leave expensive headphone on flight   iad to lax today   seat a   no one answering lampf count at lax,"[33.94209449, -118.40410103]",2015-02-24 05:10:41,Washington DC,Quito,Tuesday,5,February,0,1
33,570084582780899328,negative,1.0,Customer Service Issue,1.0,Virgin America,,amanduhmccarty,,0,  await -PRON- return phone call just would prefer to use -PRON- online selfservice option,,2015-02-24 04:55:30,,Pacific Time (US & Canada),Tuesday,4,February,0,1
34,570076792993611776,positive,1.0,,,Virgin America,,NorthTxHomeTeam,,0,  this be great news    america could start flight to   hawaii by end of year   via,"[33.2145038, -96.9321504]",2015-02-24 04:24:33,Texas,Central Time (US & Canada),Tuesday,4,February,0,1
35,570051991277342720,neutral,0.6207,,,Virgin America,,miaerolinea,,0,  nice rt    vibe with the moodlight from takeoff to touchdown   moodlit monday   science behind the experience,,2015-02-24 02:46:00,Worldwide,Caracas,Tuesday,2,February,0,1
36,570051381534396416,positive,1.0,,,Virgin America,,Nicsplace,,0,   moodlighting be the only way to fly   good experience ever   cool and calming    moodlit monday,,2015-02-24 02:43:35,Central Texas,,Tuesday,2,February,0,1
37,570045393565691904,positive,1.0,,,Virgin America,,Nicsplace,,0,    do and do   good airline around hand down,,2015-02-24 02:19:47,Central Texas,,Tuesday,2,February,0,1
38,570038941497192448,neutral,0.6791,,0.0,Virgin America,,elisha_malulani,,0,  when can i book -PRON- flight to   hawaii,,2015-02-24 01:54:09,i'm creating a monster ,Pacific Time (US & Canada),Tuesday,1,February,0,1
39,570035876845084672,negative,1.0,Customer Service Issue,1.0,Virgin America,,DannyDouglass,,0,   -PRON- chat support be not work on -PRON- site,,2015-02-24 01:41:58,"San Francisco, CA",Pacific Time (US & Canada),Tuesday,1,February,0,1
40,570033593394667521,positive,0.6639,,,Virgin America,,jamesferrandini,,0,   view of downtown   los   angele the   hollywood   sign and beyond that rain in the mountain,,2015-02-24 01:32:54,,,Tuesday,1,February,0,1
41,570025482344898560,negative,0.6688,Flight Booking Problems,0.6688,Virgin America,,will_lenzenjr,,0,   hey first time flyer next week   excited   but -PRON- be have a hard time get -PRON- flight add to -PRON-   elevate account   help,,2015-02-24 01:00:40,Iowa City,Central Time (US & Canada),Tuesday,1,February,0,1
42,570016304284901379,neutral,1.0,,,Virgin America,,GottAmanda,,0,  plz help -PRON- win -PRON- bid upgrade for -PRON- flight   laxgtsea  ,"[34.0219817, -118.38591198]",2015-02-24 00:24:11,Los Angeles,,Tuesday,0,February,0,1
43,570015408788414464,neutral,0.6578,,0.0,Virgin America,,KGervaise,,0,  i have an unused ticket but move to a new city where -PRON- do not fly   how can i fly with -PRON- before -PRON- expire travelhelp,,2015-02-24 00:20:38,Georgia,Pacific Time (US & Canada),Tuesday,0,February,0,1
44,570013523650048002,neutral,1.0,,,Virgin America,,papamurat,,0,  be flight leave   dalla for   seattle on time   feb,,2015-02-24 00:13:09,,,Tuesday,0,February,0,1
45,570012257549070337,positive,1.0,,,Virgin America,,arieldaie,,0,  -PRON- be elevategold for a good reason -PRON- rock,,2015-02-24 00:08:07,Los Angeles,,Tuesday,0,February,0,1
46,570011341483843584,neutral,0.6799,,,Virgin America,,vacations7,,0,   dream  ,,2015-02-24 00:04:28,Turks and caicos,,Tuesday,0,February,0,1
47,570010571707256832,positive,1.0,,,Virgin America,,ChelseaPoe666,,0,  wow this just blow -PRON- mind,,2015-02-24 00:01:25,Oakland via Midwest ,Atlantic Time (Canada),Tuesday,0,February,0,1
48,570010539499393025,neutral,1.0,,,Virgin America,,BobGlavinVO,,0,     after last night tribute   sound of music   oscar   i think   agree,,2015-02-24 00:01:17,"New York, NY",Eastern Time (US & Canada),Tuesday,0,February,0,1
49,570009713447825408,neutral,0.6436,,,Virgin America,,lisaaiko,,0,     all be entertaining,,2015-02-23 23:58:00,,,Monday,23,February,0,1
50,570009035455344640,neutral,0.6764,,0.0,Virgin America,,grantbrowne,,0,   be flight   on -PRON- be way   be suppose to take off   minute ago   website still show   on   time not   in   flight   thank,,2015-02-23 23:55:18,Worldwide,Central Time (US & Canada),Monday,23,February,0,1
51,570006886012973056,positive,0.657,,,Virgin America,,joyabsalon,,0,     julie   andrews all the way though   be very impressive no to,,2015-02-23 23:46:46,Northern Virginia,Eastern Time (US & Canada),Monday,23,February,0,1
52,570004391731847169,neutral,1.0,,,Virgin America,,2v,,0,  wish -PRON- fly out of   atlanta   soon,,2015-02-23 23:36:51,Los Angeles / Atlanta,Eastern Time (US & Canada),Monday,23,February,0,1
53,570001194900426752,neutral,0.7118,,0.0,Virgin America,,KSmithFoundHere,,0,     julie   andrews   hand down,,2015-02-23 23:24:09,,Atlantic Time (Canada),Monday,23,February,0,1
54,570000071644872704,neutral,1.0,,,Virgin America,,papamurat,,0,   will flight be leave   dalla for la on   february th,,2015-02-23 23:19:41,,,Monday,23,February,0,1
55,569996412286582784,negative,0.6939,Flight Booking Problems,0.6939,Virgin America,,murphicus,,0,  hi -PRON- be so excited about -PRON-   lgagtdal deal but -PRON- have be try   book since last week amp the page never load thx,,2015-02-23 23:05:09,"new york, new york",Eastern Time (US & Canada),Monday,23,February,0,1
56,569996245462159361,positive,1.0,,,Virgin America,,VinnieFerra,,0,  -PRON- know -PRON-   need -PRON- on -PRON- spotify stat guiltypleasure,,2015-02-23 23:04:29,"brooklyn, Ny",Pacific Time (US & Canada),Monday,23,February,0,1
57,569990222609412097,positive,0.635,,,Virgin America,,KevinDemsi,,0,     -PRON- be   lady   gaga   -PRON- be amazing,,2015-02-23 22:40:33,"Bali, Republic of Indonesia",Kuala Lumpur,Monday,22,February,0,0
58,569990163209850881,neutral,0.7007,,,Virgin America,,giffgaffman,,0,      carrie,,2015-02-23 22:40:19,"UK, USA. ",,Monday,22,February,0,0
59,569989504431316993,neutral,1.0,,,Virgin America,,HanlonBrothers,,0,   new marketing song   let -PRON- know what -PRON- think,,2015-02-23 22:37:42,"Gold Coast, Australia",Brisbane,Monday,22,February,0,0
60,569989321698074624,neutral,1.0,,,Virgin America,,emilybg78,,0,     julie   andrews first but   lady   gaga wowd -PRON- last night   carrie   meh,,2015-02-23 22:36:58,"Stockton, CA",Arizona,Monday,22,February,0,0
61,569989034501500928,negative,1.0,Customer Service Issue,1.0,Virgin America,,rachie1126,,0,  i call a   week ago about add   flight from   to -PRON-   elevatethey still have not show uphelp,,2015-02-23 22:35:50,"New York, NY",Eastern Time (US & Canada),Monday,22,February,0,0
62,569987622484848640,neutral,0.6858,,,Virgin America,,adawson66,,0,    all be great   but i have to go with   carrie underwood,"[33.57963333, -117.73024772]",2015-02-23 22:30:13,,,Monday,22,February,0,0
63,569986782567071744,neutral,1.0,,,Virgin America,,SocialPLC,,0,     sorry   mary   martin have -PRON- first,,2015-02-23 22:26:53,"Twin Cities, Minn.",Eastern Time (US & Canada),Monday,22,February,0,0
64,569986348041547778,positive,1.0,,,Virgin America,,jeffreymace01,,0,     love all three but -PRON- really can not beat the classic,,2015-02-23 22:25:09,,,Monday,22,February,0,0
65,569982307634794497,neutral,0.6814,,0.0,Virgin America,,1stcrown,,0,   flight   dal to dca   pm   try to check in could not   status please,,2015-02-23 22:09:06,USA,Central Time (US & Canada),Monday,22,February,0,0
66,569976620158578688,negative,1.0,Customer Service Issue,1.0,Virgin America,,onerockgypsy,,0,  heyyyy guyyyys be try to get through for an hour can someone call -PRON- please,,2015-02-23 21:46:30,next city,Pacific Time (US & Canada),Monday,21,February,0,0
67,569973821396152323,negative,1.0,Late Flight,0.6789,Virgin America,,noelduan,,0,   hi   virgin -PRON- be on hold for   minute   be there any early flight from la to nyc tonight earlier than pm,,2015-02-23 21:35:23,SF ↔ NY,Eastern Time (US & Canada),Monday,21,February,0,0
68,569972508499283968,positive,0.6922,,,Virgin America,,Travelzoo,,0,   congrat on win the   award for   good   deal from an   airline -PRON-,,2015-02-23 21:30:10,"New York, NY",Pacific Time (US & Canada),Monday,21,February,0,0
69,569967019958730753,negative,1.0,Lost Luggage,1.0,Virgin America,,gianagon,,0,  everything be fine until -PRON- lose -PRON- bag,"[40.6413712, -73.78311558]",2015-02-23 21:08:21,New York + Panama,Eastern Time (US & Canada),Monday,21,February,0,0
70,569961866224652288,neutral,1.0,,,Virgin America,,bxchen,,0,   need to change reservation   have   virgin credit card   do i need to modify on phone to waive change fee   or can i do online,,2015-02-23 20:47:52,"San Francisco, CA",Eastern Time (US & Canada),Monday,20,February,0,0
71,569949891163615232,neutral,0.6492,,0.0,Virgin America,,seimatrun,,0,  i email -PRON- customer service team   let -PRON- know if -PRON- need the tracking count,,2015-02-23 20:00:17,Los Angeles,,Monday,20,February,0,0
72,569948966873370625,neutral,1.0,,,Virgin America,,jamied7,,0,  hi i just book a flight but need to add baggage how can i do this,,2015-02-23 19:56:37,"London, England",London,Monday,19,February,0,0
73,569946362126602240,negative,1.0,Flight Attendant Complaints,0.3516,Virgin America,,seimatrun,,0,  -PRON- airline be awesome but -PRON- lax loft need to step up -PRON- game   for dirty table and floor,,2015-02-23 19:46:16,Los Angeles,,Monday,19,February,0,0
74,569942903683813376,positive,1.0,,,Virgin America,,mrmichaellay,,0,  not worried -PRON- be be a great ride in a new plane with great crew   all airline should be like this,"[36.08457854, -115.13780136]",2015-02-23 19:32:31,Floridian from Cincinnati ,Eastern Time (US & Canada),Monday,19,February,0,0
75,569941957490774016,positive,1.0,,,Virgin America,,TaylorLumsden,,0,  awesome i fly -PRON- all   sit morning   any way -PRON- can correct -PRON- bill,,2015-02-23 19:28:46,"Dallas, Texas",Mountain Time (US & Canada),Monday,19,February,0,0
76,569940834994401280,neutral,1.0,,,Virgin America,,campusmoviefest,,0,   or watch some of the good student film in the country at   foot cm fatfeet,,2015-02-23 19:24:18,USA,Eastern Time (US & Canada),Monday,19,February,0,0
77,569940323746516993,neutral,1.0,,,Virgin America,,TaylorLumsden,,0,  first time fly -PRON- all do -PRON- have a different ratepolicy for medium   bag   thank,,2015-02-23 19:22:16,"Dallas, Texas",Mountain Time (US & Canada),Monday,19,February,0,0
78,569935232033366017,negative,1.0,Customer Service Issue,1.0,Virgin America,,meme_meng,,0,  what be go on with customer service   be there anyway to speak to a human asap   thank -PRON-,,2015-02-23 19:02:02,,,Monday,19,February,0,0
79,569934395865493504,neutral,1.0,,,Virgin America,,kyle_romanoff,,0,  what happen to   doom,,2015-02-23 18:58:43,,,Monday,18,February,0,0
80,569933816963342337,negative,1.0,Customer Service Issue,1.0,Virgin America,,GunsNDip,,0,  why can not -PRON- supp the biz traveler like    and have customer service like   neverflyvirginforbusiness,,2015-02-23 18:56:25,,Pacific Time (US & Canada),Monday,18,February,0,0
81,569933777931145216,positive,1.0,,,Virgin America,,artisticwritr87,,0,  -PRON- have apply more then once to be a member of the inflight crew team -PRON- be   interested flightattendant dreampath g,,2015-02-23 18:56:16,"Seattle, WA",Pacific Time (US & Canada),Monday,18,February,0,0
82,569933405506310144,negative,0.6792,Late Flight,0.3477,Virgin America,,arieldaie,,0,  -PRON- be the good   whenever i begrudgingly use any other airline -PRON- be delay and   late   flight,,2015-02-23 18:54:47,Los Angeles,,Monday,18,February,0,0
83,569933360564342784,negative,1.0,Can't Tell,1.0,Virgin America,,GunsNDip,,0,  i have no interesting fly with -PRON- after this i will   cancel   flight -PRON- next four flight i plannedneverflyvirginforbusiness,,2015-02-23 18:54:36,,Pacific Time (US & Canada),Monday,18,February,0,0
84,569929243146088448,negative,1.0,Can't Tell,1.0,Virgin America,,GunsNDip,,0,  -PRON- be a disappointing experience which will be share with every business traveler i meet neverflyvirgin,,2015-02-23 18:38:14,,Pacific Time (US & Canada),Monday,18,February,0,0
85,569926998824394752,negative,1.0,Flight Booking Problems,1.0,Virgin America,,jsatk,,0,  -PRON- be have trouble add this flight -PRON- wife book to -PRON-   elevate account   help,"[0.0, 0.0]",2015-02-23 18:29:19,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada),Monday,18,February,0,0
86,569923394990419968,neutral,0.6705,,0.0,Virgin America,,serenaklal,,0,   can not bring up -PRON- reservation online use   flight   booking   problem code,,2015-02-23 18:15:00,Chicago,Eastern Time (US & Canada),Monday,18,February,0,0
87,569922008588222465,neutral,1.0,,,Virgin America,,openambit1,,0,   random q what be the distribution of elevate avatar i bet that kitty have a disproportionate share,,2015-02-23 18:09:30,,,Monday,18,February,0,0
88,569920824905306113,neutral,0.6545,,0.0,Virgin America,,cabowine,,0,  i lt   fly va   but   life happen and i be try to change -PRON- trip jperhi    can -PRON- helpva home page will not let -PRON-,,2015-02-23 18:04:47,"Los Cabos,Mexico",Arizona,Monday,18,February,0,0
89,569919041244147712,negative,1.0,Can't Tell,0.6513,Virgin America,,MaryAnnTaylorT,,0,   why be the site down    when will -PRON- be back up,,2015-02-23 17:57:42,"New York, NY",Arizona,Monday,17,February,0,0
90,569915941192015872,neutral,1.0,,,Virgin America,,RamotControl,,0,   -PRON- down with rnp   yeah -PRON- know -PRON-,,2015-02-23 17:45:23,,Pacific Time (US & Canada),Monday,17,February,0,0
91,569913339427434496,neutral,0.6639,,0.0,Virgin America,,losermelon,,0,  hi i do not get point on -PRON- elevate account for -PRON- most recent flight how do i add the flight and point to -PRON- account,,2015-02-23 17:35:03,,,Monday,17,February,0,0
92,569911816937033728,negative,1.0,Cancelled Flight,1.0,Virgin America,,AlisonK33774854,,0,  i like the tv and interesting video    just disappoint in   cancel   flight flight when other flight go out to jfk on   saturday,,2015-02-23 17:29:00,,,Monday,17,February,0,0
93,569911674158731264,negative,1.0,Late Flight,1.0,Virgin America,,GunsNDip,,0,  just land in lax an hour after i should of be here   -PRON- no   late   flight bag check be not business travel friendly nomorevirgin,,2015-02-23 17:28:26,,Pacific Time (US & Canada),Monday,17,February,0,0
94,569911218942517248,neutral,0.6765,,0.0,Virgin America,,yazdanagh,,0,  why be flight   redirect,,2015-02-23 17:26:37,,,Monday,17,February,0,0
95,569910981868060673,negative,1.0,Customer Service Issue,0.6863,Virgin America,,MerchEngines,,0,   be -PRON- -PRON- or be -PRON- website down   btw -PRON- new website be not a great user experience    time for another redesign,,2015-02-23 17:25:41,"Los Angeles, CA",Arizona,Monday,17,February,0,0
96,569909224521641984,negative,1.0,Customer Service Issue,0.6771,Virgin America,,ColorCartel,,0,  i can not check in or add a bag   -PRON- website be not work -PRON- have try both desktop and mobile,,2015-02-23 17:18:42,"Austin, TX",Mountain Time (US & Canada),Monday,17,February,0,0
97,569907336485019648,negative,1.0,Can't Tell,0.659,Virgin America,,MustBeSpoken,,0,    let   scan in passenger leave the plane than tell someone to remove -PRON- bag from st class bin uncomfortable,,2015-02-23 17:11:12,,,Monday,17,February,0,0
98,569896805611089920,negative,1.0,Flight Booking Problems,0.6714,Virgin America,,mattbunk,,0,   what be -PRON- phone count i can not find who to call about a flight reservation,,2015-02-23 16:29:21,"Sterling Heights, MI",Eastern Time (US & Canada),Monday,16,February,0,0
99,569894449620369408,negative,1.0,Customer Service Issue,1.0,Virgin America,,louisjenny,,0,  be anyone do anything there today    website be useless and no one be answer the phone,,2015-02-23 16:19:59,Washington DC,Quito,Monday,16,February,0,0
100,569894407001939968,neutral,1.0,,,Virgin America,,STravelsW,,0,  try to add -PRON- boy   prince to -PRON- ressie sf this   thursday   from lax,,2015-02-23 16:19:49,"Manhattan Beach, CA",,Monday,16,February,0,0
101,569892199690678272,negative,1.0,Late Flight,0.6882,Virgin America,,GunsNDip,,0,  why must a traveler miss a flight to   late   flight check a bag   i miss -PRON- morning appointment and -PRON- lose -PRON- business sfolax,,2015-02-23 16:11:03,,Pacific Time (US & Canada),Monday,16,February,0,0
102,569891469210755074,neutral,1.0,,,Virgin America,,joeyrenagade,,0,  check out new music,,2015-02-23 16:08:08,Greater Los Angeles,,Monday,16,February,0,0
103,569891436100874241,negative,0.6925,Late Flight,0.3521,Virgin America,,mrmichaellay,,0,  how s a direct flight fllgtsfo have unexpected layover in   vegas   fuel yet peep next to -PRON- buy for   vegas flight sneaky,"[0.0, 0.0]",2015-02-23 16:08:01,Floridian from Cincinnati ,Eastern Time (US & Canada),Monday,16,February,0,0
104,569887310713479168,negative,1.0,Late Flight,0.3486,Virgin America,,GunsNDip,,0,  -PRON- no   late   flight bag check just lose -PRON- -PRON- business i miss flight and be apt   three other people on flight have same exp,,2015-02-23 15:51:37,,Pacific Time (US & Canada),Monday,15,February,0,0
105,569887049446076416,positive,1.0,,,Virgin America,,TheDuchessSF,,0,   amazing customer   service again    rae ann in sf   -PRON- be the good customer service virginamerica fly,,2015-02-23 15:50:35,Online,Pacific Time (US & Canada),Monday,15,February,0,0
106,569884551712886785,negative,1.0,Customer Service Issue,1.0,Virgin America,,BeLeather,,0,  call -PRON- service line and be hang up on   this be awesome sarcasm,"[0.0, 0.0]",2015-02-23 15:40:39,,Pacific Time (US & Canada),Monday,15,February,0,0
107,569884407852437504,negative,1.0,Flight Booking Problems,0.6366,Virgin America,,BeLeather,,0,  -PRON- site be trip -PRON- be try to check in and -PRON- be get the plain text version i be reluctant to enter any card info,"[0.0, 0.0]",2015-02-23 15:40:05,,Pacific Time (US & Canada),Monday,15,February,0,0
108,569881548515708928,neutral,0.6593,,0.0,Virgin America,,drcaseydrake,,0,  i be schedule for sfo   dal flight   today   change to th due weather   look like flight still on,"[37.79374402, -122.39327564]",2015-02-23 15:28:43,"Dallas, TX",,Monday,15,February,0,0
109,569873669700358144,positive,0.6823,,0.0,Virgin America,,flyfromWAS,,0,  have getaway deal through   may from   oneway   lot of cool city    cheap flight   fare compare,,2015-02-23 14:57:25,"Washington, DC",Eastern Time (US & Canada),Monday,14,February,0,0
110,569873668131717120,neutral,1.0,,,Virgin America,,flyfromSEA,,0,  have getaway deal through   may from   oneway   lot of cool city    cheap flight   fare compare,,2015-02-23 14:57:24,Seattle,Central Time (US & Canada),Monday,14,February,0,0
111,569873665640292353,positive,0.6806,,,Virgin America,,flyfromNYC,,0,  have getaway deal through   may from   oneway   lot of cool city    cheap flight   fare compare,,2015-02-23 14:57:24,"New York City, NY",Central Time (US & Canada),Monday,14,February,0,0
112,569873664612704256,neutral,0.6529,,,Virgin America,,flyfromLAX,,0,  have getaway deal through   may from   oneway   lot of cool city    cheap flight   fare compare,,2015-02-23 14:57:24,"Los Angeles, CA",Central Time (US & Canada),Monday,14,February,0,0
113,569872058613673984,positive,0.6779999999999999,,,Virgin America,,Silvanabfer,,0,   have a great week,,2015-02-23 14:51:01,,,Monday,14,February,0,0
114,569861209781989377,positive,0.3482,,0.0,Virgin America,,AdamJdubs,,0,  come back to phl already   -PRON- need -PRON- to take -PRON- out of this horrible cold pleasecomeback,,2015-02-23 14:07:54,Earth,Eastern Time (US & Canada),Monday,14,February,0,0
115,569847920192655361,negative,1.0,Late Flight,1.0,Virgin America,,nicholas_v,,0,  should i be concerned that i be about to fly on a plane that need to be delay due to a tech stop,"[26.074379, -80.1416831]",2015-02-23 13:15:06,,Eastern Time (US & Canada),Monday,13,February,0,0
116,569814339785338880,positive,1.0,,,Virgin America,,tstashajones,,0,  be the good airline i have fly on easy to change -PRON- reservationhelpful representative amp a comfortable flying experience,,2015-02-23 11:01:39,"Halifax, Nova Scotia, Canada",Eastern Time (US & Canada),Monday,11,February,0,0
117,569777607371128834,positive,1.0,,,Virgin America,,SkateMamas,,0,  and again   another rep kick butt   naelah represent -PRON- team so beautifully   thank -PRON-,,2015-02-23 08:35:42,"Los Angeles, CA",,Monday,8,February,0,0
118,569774078233419776,positive,1.0,,,Virgin America,,dngoo,,0,  -PRON- beautiful frontend design be down right now but -PRON- be cool to still book -PRON- ticket bc all -PRON- backend be secure,,2015-02-23 08:21:40,"Near a park, water, or lights",Pacific Time (US & Canada),Monday,8,February,0,0
119,569770363623575552,positive,1.0,,,Virgin America,,SamBrittenham,,0,   love the team run   gate e at las tonight   wait for a delayed flight and -PRON- keep thing entertain,,2015-02-23 08:06:55,USA,Eastern Time (US & Canada),Monday,8,February,0,0
